ticker,feature,correlation,abs_correlation,p_value,mutual_info,n_samples
AMD,tweet_embedding_272,-0.19944855408235895,0.19944855408235895,0.0017420894434048628,1.9832618378397369,244
AMD,tweet_embedding_pca_18,-0.1983706272915438,0.1983706272915438,0.0018473318147178624,2.0342823437379938,244
AMD,tweet_embedding_110,-0.19797288983154726,0.19797288983154726,0.0018876084449836507,2.024964082136198,244
AMD,tweet_embedding_243,-0.19775275690517985,0.19775275690517985,0.0019102430950648048,2.1357873648810983,244
AMD,tweet_embedding_366,0.1970704771250883,0.1970704771250883,0.0019819795941173604,2.123677419825358,244
AMD,tweet_embedding_pca_34,0.19525506227599493,0.19525506227599493,0.002184985941599511,2.0331933998180656,244
AMD,tweet_embedding_325,-0.19401868220988394,0.19401868220988394,0.0023338972655445726,2.0344169619545895,244
AMD,tweet_embedding_104,0.19160989597855788,0.19160989597855788,0.002650830260007094,2.229568916633262,244
AMD,tweet_embedding_179,0.190665248912971,0.190665248912971,0.002785444599512503,2.114396535662702,244
AMD,tweet_embedding_137,-0.18936644879761888,0.18936644879761888,0.002980659769547931,2.0895223889108756,244
AMD,tweet_embedding_108,-0.18666016663188723,0.18666016663188723,0.003427809284176744,2.0054900329716805,244
AMD,tweet_embedding_202,-0.1857843857663744,0.1857843857663744,0.00358500667650748,2.12781199338737,244
AMD,tweet_embedding_286,0.1851365260594208,0.1851365260594208,0.0037054557735989686,2.1079703296182886,244
AMD,tweet_embedding_6,-0.18504483189275284,0.18504483189275284,0.0037227956182153423,1.9993836369160063,244
AMD,tweet_embedding_210,-0.18491256628695218,0.18491256628695218,0.0037479368737870942,2.145957736333572,244
AMD,tweet_embedding_19,-0.18292702319630635,0.18292702319630635,0.004144236275572708,1.9964534404646783,244
AMD,tweet_embedding_342,-0.18246019980482864,0.18246019980482864,0.004242731712968714,2.0788620064361023,244
AMD,tweet_embedding_253,-0.18238413810114817,0.18238413810114817,0.004258978436460862,2.0096229948961724,244
AMD,tweet_embedding_pca_46,0.18238369594340062,0.18238369594340062,0.004259073044723397,2.1118797816774437,244
AMD,tweet_embedding_233,-0.18209246076908492,0.18209246076908492,0.004321801551455919,2.1977075537919166,244
AMD,tweet_embedding_169,0.1806543616529253,0.1806543616529253,0.0046439220924405986,2.101537157926267,244
AMD,tweet_embedding_192,-0.17937901079664142,0.17937901079664142,0.00494749238300152,2.1836211016843636,244
AMD,tweet_embedding_pca_35,-0.17903084588534757,0.17903084588534757,0.005033407766278857,1.944707026814865,244
AMD,tweet_embedding_336,0.17810611035439067,0.17810611035439067,0.005268146730054515,2.116250140434034,244
AMD,tweet_embedding_23,-0.17781679204893308,0.17781679204893308,0.005343581058386399,2.005739291046855,244
AMD,tweet_embedding_215,0.17668491496788066,0.17668491496788066,0.005648098022515586,2.115890335399582,244
AMD,tweet_embedding_pca_29,0.17665900016394465,0.17665900016394465,0.005655248653715044,2.132577308114093,244
AMD,tweet_embedding_pca_47,-0.17602892605708492,0.17602892605708492,0.005831620074862356,2.0910493179692873,244
AMD,tweet_embedding_16,-0.1758652629196955,0.1758652629196955,0.005878231906190599,2.03523948031669,244
AMD,tweet_embedding_177,-0.17577460010367169,0.17577460010367169,0.005904196383030763,1.970475670212557,244
AMD,tweet_embedding_278,0.17538232154719618,0.17538232154719618,0.0060177267915163795,2.1634375640492647,244
AMD,tweet_embedding_226,0.17381468606152067,0.17381468606152067,0.006491182064797483,2.0420953066568153,244
AMD,tweet_embedding_339,0.17286508445145338,0.17286508445145338,0.006793918302494392,2.072246890769694,244
AMD,tweet_embedding_231,0.17226825953172215,0.17226825953172215,0.00699058136125829,2.044916754682991,244
AMD,tweet_embedding_370,-0.17079847863663283,0.17079847863663283,0.0074967250413901995,2.050641285303863,244
AMD,tweet_embedding_236,-0.16982276529857115,0.16982276529857115,0.00785051750897059,1.9917941412667313,244
AMD,tweet_embedding_199,0.16816451315396058,0.16816451315396058,0.008485999003110712,2.1657844214302617,244
AMD,tweet_embedding_174,0.16727588105920646,0.16727588105920646,0.008845019774277514,2.0743928827329516,244
AMD,tweet_embedding_216,0.16721569508677214,0.16721569508677214,0.008869816416943302,2.0382320276843933,244
AMD,tweet_embedding_39,-0.16627467056002826,0.16627467056002826,0.009265624766428495,2.072060849697977,244
AMD,tweet_embedding_362,0.16601537617387263,0.16601537617387263,0.009377404876466659,1.9671476666740824,244
AMD,tweet_embedding_31,0.16565920764944703,0.16565920764944703,0.009532895248791575,2.116328035986082,244
AMD,tweet_embedding_52,0.16546750465727145,0.16546750465727145,0.009617528159463012,1.9179532894401259,244
AMD,tweet_embedding_29,0.1645627111292673,0.1645627111292673,0.010026026469524054,2.0310521698313533,244
AMD,tweet_embedding_201,-0.1629557104616522,0.1629557104616522,0.010789539814547179,2.068777812245451,244
AMD,tweet_embedding_180,-0.16195252509557045,0.16195252509557045,0.011291808514502687,2.0259108234953334,244
AMD,tweet_embedding_346,0.1557947885008263,0.1557947885008263,0.014851158294979655,2.1344198047820493,244
AMD,tweet_embedding_203,0.1550102424860812,0.1550102424860812,0.015368767500966045,2.007562479047766,244
AMD,tweet_embedding_pca_25,-0.15280778152243896,0.15280778152243896,0.016907086704115417,2.008134931588101,244
AMD,tweet_embedding_382,0.1510506946645414,0.1510506946645414,0.018228999656805106,2.131700944522179,244
AMD,tweet_embedding_335,-0.14942138618192882,0.14942138618192882,0.01953423527790919,2.073792097186148,244
AMD,tweet_embedding_150,0.14926368512098623,0.14926368512098623,0.019664773539078015,2.1475167430391373,244
AMD,tweet_embedding_319,0.14918683423302254,0.14918683423302254,0.01972866136780488,2.068372830869534,244
AMD,tweet_embedding_47,0.14857368373985994,0.14857368373985994,0.020244869941913074,1.9468938279987091,244
AMD,tweet_embedding_350,-0.14817763666131692,0.14817763666131692,0.020584490728406058,2.0253838913006765,244
AMD,tweet_embedding_69,-0.14467942752536586,0.14467942752536586,0.02380480908468918,2.002433559888701,244
AMD,tweet_embedding_141,0.14418750442494255,0.14418750442494255,0.02429079222491676,2.0101618717038696,244
AMD,tweet_embedding_pca_30,-0.1440621559857241,0.1440621559857241,0.024415984883306513,2.037953026195998,244
AMD,tweet_embedding_144,-0.1437658763505594,0.1437658763505594,0.024714107297410935,1.9808279770544832,244
AMD,tweet_embedding_297,0.14198557626070193,0.14198557626070193,0.0265722725405766,2.00894934786147,244
AMD,tweet_embedding_317,0.14188771740793793,0.14188771740793793,0.02667779943068457,1.9126858045658963,244
